Category,Motivation,clean_motivation,Label
chemistry,"""for their work on chirally catalysed hydrogenation reactions""",work chirally catalysed hydrogenation reactions,4
chemistry,"""for their work on chirally catalysed hydrogenation reactions""",work chirally catalysed hydrogenation reactions,4
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates,0
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates,0
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates,0
medicine,"""for their discoveries of key regulators of the cell cycle""",discoveries key regulators cell cycle,1
medicine,"""for their discoveries of key regulators of the cell cycle""",discoveries key regulators cell cycle,1
medicine,"""for their discoveries of key regulators of the cell cycle""",discoveries key regulators cell cycle,1
peace,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""",decades untiring effort find peaceful solutions international conflicts advance democracy human rights promote economic social development,2
literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",writing upholds fragile experience individual barbaric arbitrariness history,3
economics,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",integrated insights psychological research economic science especially concerning human judgment decisionmaking uncertainty,5
chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",development nuclear magnetic resonance spectroscopy determining threedimensional structure biological macromolecules solution,4
chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",development soft desorption ionisation methods mass spectrometric analyses biological macromolecules,4
chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",development soft desorption ionisation methods mass spectrometric analyses biological macromolecules,4
economics,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",established laboratory experiments tool empirical economic analysis especially study alternative market mechanisms,5
physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",pioneering contributions astrophysics particular detection cosmic neutrinos,0
physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",pioneering contributions astrophysics particular detection cosmic neutrinos,0
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",discoveries concerning genetic regulation organ development programmed cell death,1
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",discoveries concerning genetic regulation organ development programmed cell death,1
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",discoveries concerning genetic regulation organ development programmed cell death,1
physics,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""",pioneering contributions astrophysics led discovery cosmic Xray sources,0
peace,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",efforts democracy human rights focused especially struggle rights women children,2
economics,"""for methods of analyzing economic time series with common trends (cointegration)""",methods analyzing economic time series common trends cointegration,5
economics,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",methods analyzing economic time series timevarying volatility ARCH,5
chemistry,"""for structural and mechanistic studies of ion channels""",structural mechanistic studies ion channels,4
chemistry,"""for the discovery of water channels""",discovery water channels,4
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",pioneering contributions theory superconductors superfluids,0
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",pioneering contributions theory superconductors superfluids,0
medicine,"""for their discoveries concerning magnetic resonance imaging""",discoveries concerning magnetic resonance imaging,1
medicine,"""for their discoveries concerning magnetic resonance imaging""",discoveries concerning magnetic resonance imaging,1
literature,"""who in innumerable guises portrays the surprising involvement of the outsider""",innumerable guises portrays surprising involvement outsider,3
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",pioneering contributions theory superconductors superfluids,0
economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",contributions dynamic macroeconomics time consistency economic policy driving forces behind business cycles,5
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",discovery ubiquitinmediated protein degradation,4
economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",contributions dynamic macroeconomics time consistency economic policy driving forces behind business cycles,5
peace,"""for her contribution to sustainable development democracy and peace""",contribution sustainable development democracy peace,2
literature,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",musical flow voices countervoices novels plays extraordinary linguistic zeal reveal absurdity societys clicheacutes subjugating power,3
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",discovery ubiquitinmediated protein degradation,4
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",discovery asymptotic freedom theory strong interaction,0
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",discovery asymptotic freedom theory strong interaction,0
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",discovery asymptotic freedom theory strong interaction,0
medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",discoveries odorant receptors organization olfactory system,1
medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",discoveries odorant receptors organization olfactory system,1
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",discovery ubiquitinmediated protein degradation,4
literature,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",plays uncovers precipice everyday prattle forces entry oppressions closed rooms,3
economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",enhanced understanding conflict cooperation gametheory analysis,5
peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",efforts prevent nuclear energy used military purposes ensure nuclear energy peaceful purposes used safest possible way,2
peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",efforts prevent nuclear energy used military purposes ensure nuclear energy peaceful purposes used safest possible way,2
chemistry,"""for the development of the metathesis method in organic synthesis""",development metathesis method organic synthesis,4
chemistry,"""for the development of the metathesis method in organic synthesis""",development metathesis method organic synthesis,4
economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",enhanced understanding conflict cooperation gametheory analysis,5
physics,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",contributions development laserbased precision spectroscopy including optical frequency comb technique,0
physics,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",contributions development laserbased precision spectroscopy including optical frequency comb technique,0
physics,"""for his contribution to the quantum theory of optical coherence""",contribution quantum theory optical coherence,0
medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",discovery bacterium iHelicobacter pylorii role gastritis peptic ulcer disease,1
medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",discovery bacterium iHelicobacter pylorii role gastritis peptic ulcer disease,1
chemistry,"""for the development of the metathesis method in organic synthesis""",development metathesis method organic synthesis,4
peace,"""for their efforts to create economic and social development from below""",efforts create economic social development,2
peace,"""for their efforts to create economic and social development from below""",efforts create economic social development,2
literature,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",quest melancholic soul native city discovered new symbols clash interlacing cultures,3
economics,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",analysis intertemporal tradeoffs macroeconomic policy,5
chemistry,"""for his studies of the molecular basis of eukaryotic transcription""",studies molecular basis eukaryotic transcription,4
physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",discovery blackbody form anisotropy cosmic microwave background radiation,0
medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",discovery RNA interference gene silencing doublestranded RNA,1
medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",discovery RNA interference gene silencing doublestranded RNA,1
physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",discovery blackbody form anisotropy cosmic microwave background radiation,0
economics,"""for having laid the foundations of mechanism design theory""",laid foundations mechanism design theory,5
economics,"""for having laid the foundations of mechanism design theory""",laid foundations mechanism design theory,5
economics,"""for having laid the foundations of mechanism design theory""",laid foundations mechanism design theory,5
peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",efforts build disseminate greater knowledge manmade climate change lay foundations measures needed counteract change,2
peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",efforts build disseminate greater knowledge manmade climate change lay foundations measures needed counteract change,2
chemistry,"""for his studies of chemical processes on solid surfaces""",studies chemical processes solid surfaces,4
literature,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",epicist female experience scepticism fire visionary power subjected divided civilisation scrutiny,3
physics,"""for the discovery of Giant Magnetoresistance""",discovery Giant Magnetoresistance,0
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",discoveries principles introducing specific gene modifications mice use embryonic stem cells,1
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",discoveries principles introducing specific gene modifications mice use embryonic stem cells,1
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",discoveries principles introducing specific gene modifications mice use embryonic stem cells,1
physics,"""for the discovery of Giant Magnetoresistance""",discovery Giant Magnetoresistance,0
peace,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",important efforts several continents three decades resolve international conflicts,2
literature,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",author new departures poetic adventure sensual ecstasy explorer humanity beyond reigning civilization,3
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",discovery development green fluorescent protein GFP,4
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",discovery development green fluorescent protein GFP,4
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",discovery development green fluorescent protein GFP,4
physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",discovery origin broken symmetry predicts existence least three families quarks nature,0
economics,"""for his analysis of trade patterns and location of economic activity""",analysis trade patterns location economic activity,5
physics,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",discovery mechanism spontaneous broken symmetry subatomic physics,0
medicine,"""for their discovery of human immunodeficiency virus""",discovery human immunodeficiency virus,1
medicine,"""for their discovery of human immunodeficiency virus""",discovery human immunodeficiency virus,1
medicine,"""for his discovery of human papilloma viruses causing cervical cancer""",discovery human papilloma viruses causing cervical cancer,1
physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",discovery origin broken symmetry predicts existence least three families quarks nature,0
economics,"""for his analysis of economic governance especially the boundaries of the firm""",analysis economic governance especially boundaries firm,5
economics,"""for her analysis of economic governance especially the commons""",analysis economic governance especially commons,5
peace,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",extraordinary efforts strengthen international diplomacy cooperation peoples,2
literature,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",concentration poetry frankness prose depicts landscape dispossessed,3
chemistry,"""for studies of the structure and function of the ribosome""",studies structure function ribosome,4
chemistry,"""for studies of the structure and function of the ribosome""",studies structure function ribosome,4
chemistry,"""for studies of the structure and function of the ribosome""",studies structure function ribosome,4
physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",invention imaging semiconductor circuit CCD sensor,0
physics,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",groundbreaking achievements concerning transmission light fibers optical communication,0
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",discovery chromosomes protected telomeres enzyme telomerase,1
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",discovery chromosomes protected telomeres enzyme telomerase,1
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",discovery chromosomes protected telomeres enzyme telomerase,1
physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",invention imaging semiconductor circuit CCD sensor,0
economics,"""for their analysis of markets with search frictions""",analysis markets search frictions,5
literature,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",cartography structures power trenchant images individuals resistance revolt defeat,3
economics,"""for their analysis of markets with search frictions""",analysis markets search frictions,5
peace,"""for his long and non-violent struggle for fundamental human rights in China""",long nonviolent struggle fundamental human rights China,2
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",palladiumcatalyzed cross couplings organic synthesis,4
economics,"""for their analysis of markets with search frictions""",analysis markets search frictions,5
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",palladiumcatalyzed cross couplings organic synthesis,4
physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",groundbreaking experiments regarding twodimensional material graphene,0
physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",groundbreaking experiments regarding twodimensional material graphene,0
medicine,"""for the development of in vitro fertilization""",development vitro fertilization,1
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",palladiumcatalyzed cross couplings organic synthesis,4
economics,"""for their empirical research on cause and effect in the macroeconomy""",empirical research cause effect macroeconomy,5
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",nonviolent struggle safety women womens rights full participation peacebuilding work,2
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",nonviolent struggle safety women womens rights full participation peacebuilding work,2
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",nonviolent struggle safety women womens rights full participation peacebuilding work,2
literature,"""because through his condensed translucent images he gives us fresh access to reality""",condensed translucent images gives us fresh access reality,3
chemistry,"""for the discovery of quasicrystals""",discovery quasicrystals,4
economics,"""for their empirical research on cause and effect in the macroeconomy""",empirical research cause effect macroeconomy,5
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",discovery accelerating expansion Universe observations distant supernovae,0
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",discovery accelerating expansion Universe observations distant supernovae,0
medicine,"""for his discovery of the dendritic cell and its role in adaptive immunity""",discovery dendritic cell role adaptive immunity,1
medicine,"""for their discoveries concerning the activation of innate immunity""",discoveries concerning activation innate immunity,1
medicine,"""for their discoveries concerning the activation of innate immunity""",discoveries concerning activation innate immunity,1
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",discovery accelerating expansion Universe observations distant supernovae,0
economics,"""for the theory of stable allocations and the practice of market design""",theory stable allocations practice market design,5
economics,"""for the theory of stable allocations and the practice of market design""",theory stable allocations practice market design,5
peace,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",six decades contributed advancement peace reconciliation democracy human rights Europe,2
literature,"""who with hallucinatory realism merges folk tales history and the contemporary""",hallucinatory realism merges folk tales history contemporary,3
chemistry,"""for studies of G-protein-coupled receptors""",studies Gproteincoupled receptors,4
chemistry,"""for studies of G-protein-coupled receptors""",studies Gproteincoupled receptors,4
physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",groundbreaking experimental methods enable measuring manipulation individual quantum systems,0
medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",discovery mature cells reprogrammed become pluripotent,1
medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",discovery mature cells reprogrammed become pluripotent,1
physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",groundbreaking experimental methods enable measuring manipulation individual quantum systems,0
economics,"""for their empirical analysis of asset prices""",empirical analysis asset prices,5
chemistry,"""for the development of multiscale models for complex chemical systems""",development multiscale models complex chemical systems,4
economics,"""for their empirical analysis of asset prices""",empirical analysis asset prices,5
economics,"""for their empirical analysis of asset prices""",empirical analysis asset prices,5
peace,"""for its extensive efforts to eliminate chemical weapons""",extensive efforts eliminate chemical weapons,2
literature,"""master of the contemporary short story""",master contemporary short story,3
chemistry,"""for the development of multiscale models for complex chemical systems""",development multiscale models complex chemical systems,4
chemistry,"""for the development of multiscale models for complex chemical systems""",development multiscale models complex chemical systems,4
physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",theoretical discovery mechanism contributes understanding origin mass subatomic particles recently confirmed discovery predicted fundamental particle ATLAS CMS experiments CERNs Large Hadron Collider,0
physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",theoretical discovery mechanism contributes understanding origin mass subatomic particles recently confirmed discovery predicted fundamental particle ATLAS CMS experiments CERNs Large Hadron Collider,0
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",discoveries machinery regulating vesicle traffic major transport system cells,1
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",discoveries machinery regulating vesicle traffic major transport system cells,1
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",discoveries machinery regulating vesicle traffic major transport system cells,1
economics,"""for his analysis of market power and regulation""",analysis market power regulation,5
peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",struggle suppression children young people right children education,2
literature,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",art memory evoked ungraspable human destinies uncovered lifeworld occupation,3
chemistry,"""for the development of super-resolved fluorescence microscopy""",development superresolved fluorescence microscopy,4
chemistry,"""for the development of super-resolved fluorescence microscopy""",development superresolved fluorescence microscopy,4
chemistry,"""for the development of super-resolved fluorescence microscopy""",development superresolved fluorescence microscopy,4
peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",struggle suppression children young people right children education,2
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",invention efficient blue lightemitting diodes enabled bright energysaving white light sources,0
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",invention efficient blue lightemitting diodes enabled bright energysaving white light sources,0
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",discoveries cells constitute positioning system brain,1
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",discoveries cells constitute positioning system brain,1
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",discoveries cells constitute positioning system brain,1
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",invention efficient blue lightemitting diodes enabled bright energysaving white light sources,0
economics,"""for his analysis of consumption poverty and welfare""",analysis consumption poverty welfare,5
peace,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",decisive contribution building pluralistic democracy Tunisia wake Jasmine Revolution 2011,2
literature,"""for her polyphonic writings a monument to suffering and courage in our time""",polyphonic writings monument suffering courage time,3
chemistry,"""for mechanistic studies of DNA repair""",mechanistic studies DNA repair,4
chemistry,"""for mechanistic studies of DNA repair""",mechanistic studies DNA repair,4
chemistry,"""for mechanistic studies of DNA repair""",mechanistic studies DNA repair,4
physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",discovery neutrino oscillations shows neutrinos mass,0
medicine,"""for her discoveries concerning a novel therapy against Malaria""",discoveries concerning novel therapy Malaria,1
medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",discoveries concerning novel therapy infections caused roundworm parasites,1
medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",discoveries concerning novel therapy infections caused roundworm parasites,1
physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",discovery neutrino oscillations shows neutrinos mass,0
economics,"""for their contributions to contract theory""",contributions contract theory,5
chemistry,"""for the design and synthesis of molecular machines""",design synthesis molecular machines,4
economics,"""for their contributions to contract theory""",contributions contract theory,5
peace,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",resolute efforts bring countrys 50yearlong civil war end,2
chemistry,"""for the design and synthesis of molecular machines""",design synthesis molecular machines,4
literature,"""for having created new poetic expressions within the great American song tradition""",created new poetic expressions within great American song tradition,3
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",theoretical discoveries topological phase transitions topological phases matter,0
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",theoretical discoveries topological phase transitions topological phases matter,0
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",theoretical discoveries topological phase transitions topological phases matter,0
medicine,"""for his discoveries of mechanisms for autophagy""",discoveries mechanisms autophagy,1
chemistry,"""for the design and synthesis of molecular machines""",design synthesis molecular machines,4
peace,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",work draw attention catastrophic humanitarian consequences use nuclear weapons groundbreaking efforts achieve treatybased prohibition weapons,2
literature,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",novels great emotional force uncovered abyss beneath illusory sense connection world,3
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",developing cryoelectron microscopy highresolution structure determination biomolecules solution,4
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",developing cryoelectron microscopy highresolution structure determination biomolecules solution,4
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",developing cryoelectron microscopy highresolution structure determination biomolecules solution,4
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",decisive contributions LIGO detector observation gravitational waves,0
economics,"""for his contributions to behavioural economics""",contributions behavioural economics,5
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",decisive contributions LIGO detector observation gravitational waves,0
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",discoveries molecular mechanisms controlling circadian rhythm,1
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",discoveries molecular mechanisms controlling circadian rhythm,1
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",discoveries molecular mechanisms controlling circadian rhythm,1
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",decisive contributions LIGO detector observation gravitational waves,0
literature,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",narrative imagination encyclopedic passion represents crossing boundaries form life,3
economics,"""for integrating technological innovations into long-run macroeconomic analysis""",integrating technological innovations longrun macroeconomic analysis,5
economics,"""for integrating climate change into long-run macroeconomic analysis""",integrating climate change longrun macroeconomic analysis,5
peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",efforts end use sexual violence weapon war armed conflict,2
peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",efforts end use sexual violence weapon war armed conflict,2
chemistry,"""for the phage display of peptides and antibodies""",phage display peptides antibodies,4
chemistry,"""for the phage display of peptides and antibodies""",phage display peptides antibodies,4
chemistry,"""for the directed evolution of enzymes""",directed evolution enzymes,4
physics,"""for their method of generating high-intensity ultra-short optical pulses""",method generating highintensity ultrashort optical pulses,0
physics,"""for the optical tweezers and their application to biological systems""",optical tweezers application biological systems,0
medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",discovery cancer therapy inhibition negative immune regulation,1
medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",discovery cancer therapy inhibition negative immune regulation,1
physics,"""for their method of generating high-intensity ultra-short optical pulses""",method generating highintensity ultrashort optical pulses,0
chemistry,"""for the development of lithium-ion batteries""",development lithiumion batteries,4
economics,"""for their experimental approach to alleviating global poverty""",experimental approach alleviating global poverty,5
economics,"""for their experimental approach to alleviating global poverty""",experimental approach alleviating global poverty,5
literature,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience""",influential work linguistic ingenuity explored periphery specificity human experience,3
economics,"""for their experimental approach to alleviating global poverty""",experimental approach alleviating global poverty,5
chemistry,"""for the development of lithium-ion batteries""",development lithiumion batteries,4
peace,"""for his efforts to achieve peace and international cooperation and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea""",efforts achieve peace international cooperation particular decisive initiative resolve border conflict neighbouring Eritrea,2
physics,"""for the discovery of an exoplanet orbiting a solar-type star""",discovery exoplanet orbiting solartype star,0
physics,"""for the discovery of an exoplanet orbiting a solar-type star""",discovery exoplanet orbiting solartype star,0
physics,"""for theoretical discoveries in physical cosmology""",theoretical discoveries physical cosmology,0
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",discoveries cells sense adapt oxygen availability,1
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",discoveries cells sense adapt oxygen availability,1
medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",discoveries cells sense adapt oxygen availability,1
chemistry,"""for the development of lithium-ion batteries""",development lithiumion batteries,4
economics,"""for improvements to auction theory and inventions of new auction formats""",improvements auction theory inventions new auction formats,5
economics,"""for improvements to auction theory and inventions of new auction formats""",improvements auction theory inventions new auction formats,5
peace,"""for its efforts to combat hunger for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict""",efforts combat hunger contribution bettering conditions peace conflictaffected areas acting driving force efforts prevent use hunger weapon war conflict,2
literature,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal""",unmistakable poetic voice austere beauty makes individual existence universal,3
chemistry,"""for the development of a method for genome editing""",development method genome editing,4
chemistry,"""for the development of a method for genome editing""",development method genome editing,4
physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",discovery supermassive compact object centre galaxy,0
physics,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity""",discovery black hole formation robust prediction general theory relativity,0
medicine,"""for the discovery of Hepatitis C virus""",discovery Hepatitis C virus,1
medicine,"""for the discovery of Hepatitis C virus""",discovery Hepatitis C virus,1
medicine,"""for the discovery of Hepatitis C virus""",discovery Hepatitis C virus,1
physics,"""for the discovery of a supermassive compact object at the centre of our galaxy""",discovery supermassive compact object centre galaxy,0
literature,"""for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents""",uncompromising compassionate penetration effects colonialism fate refugee gulf cultures continents,3
economics,"""for their methodological contributions to the analysis of causal relationships""",methodological contributions analysis causal relationships,5
economics,"""for his empirical contributions to labour economics""",empirical contributions labour economics,5
peace,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace""",efforts safeguard freedom expression precondition democracy lasting peace,2
economics,"""for their methodological contributions to the analysis of causal relationships""",methodological contributions analysis causal relationships,5
peace,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace""",efforts safeguard freedom expression precondition democracy lasting peace,2
chemistry,"""for the development of asymmetric organocatalysis""",development asymmetric organocatalysis,4
physics,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming""",physical modelling Earth’s climate quantifying variability reliably predicting global warming,0
physics,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales""",discovery interplay disorder fluctuations physical systems atomic planetary scales,0
physics,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming""",physical modelling Earth’s climate quantifying variability reliably predicting global warming,0
medicine,"""for their discoveries of receptors for temperature and touch""",discoveries receptors temperature touch,1
medicine,"""for their discoveries of receptors for temperature and touch""",discoveries receptors temperature touch,1
chemistry,"""for the development of asymmetric organocatalysis""",development asymmetric organocatalysis,4
economics,"""for research on banks and financial crises""",research banks financial crises,5
